ID,Target
ID_OdrVnE_20110615,0.12956177
ID_MdWBtG_20230910,1.0699518
ID_YQ3N92_20180517,3.1942604
ID_73qWlF_20130902,0.21701205
ID_3u9JmK_20210212,3.6967146
ID_dg5ysG_20161127,5.399536
ID_T3z2bW_20160330,11.894384
ID_jFjub9_20130101,5.353645
ID_Fuz8ZP_20201101,8.179405
ID_bacUDk_20190503,2.0632527
ID_Di6jMk_20180512,4.3783226
ID_3qgMNX_20130609,0.14598313
ID_VXGbRO_20231116,2.2298114
ID_ZOSL1r_20221115,2.342182
ID_XGJHk0_20211125,11.646371
ID_xeEUQ5_20200614,-0.08581278
ID_zzX6T3_20200518,0.84030163
ID_HBqEBR_20190304,3.910243
ID_eDWOFo_20151218,18.95782
ID_bdZYyK_20170529,1.0457978
ID_6uvGRF_20160804,0.029695103
ID_1zE697_20231101,11.033824
ID_ysCO8C_20140317,7.3959436
ID_lscQC4_20120630,0.0668074
ID_dP1lHS_20201222,4.4474854
ID_vfHZIV_20120203,9.459674
ID_CqrGPy_20120204,2.7496598
ID_JnSawW_20131122,6.440694
ID_hykasd_20230319,3.6855514
ID_x3rhF1_20220201,8.630702
ID_dYZt4W_20160520,0.2271264
ID_SukOBh_20130906,14.753444
ID_qwS41B_20190706,-0.037940435
ID_zTXYCX_20200419,9.903679
ID_OW1Ldy_20160928,0.54704344
ID_3oMJWs_20210927,3.0771172
ID_JaIhCv_20190302,3.38779
ID_0y8uNw_20231215,6.3676047
ID_mUhLvV_20211205,2.9896865
ID_N11L79_20211207,6.2983418
ID_JJPS94_20120309,2.1003985
ID_pJBLp2_20230929,0.7678112
ID_PRa7hM_20100321,6.0046854
ID_B7FhNp_20170816,0.040953517
ID_nzWajI_20230403,5.064536
ID_b75szW_20170712,0.024113955
ID_YmDiUi_20180304,8.547001
ID_uWZXm3_20121104,9.808914
ID_dKhp4o_20161222,8.71889
ID_0nrnXd_20141013,2.9372468
ID_NNpoqa_20171210,21.364883
ID_BgUL19_20231229,8.816233
ID_k5Bw5O_20150930,0.6474548
ID_QRh8XJ_20100203,5.9772754
ID_dUB4ov_20200507,5.917444
ID_xKNTaE_20210705,0.079497814
ID_hWtugu_20161006,0.741429
ID_4Ye2BO_20130203,1.6635275
ID_Mr0pE4_20100124,2.360621
ID_OSSj42_20180203,5.76691
ID_gg8otV_20160723,0.007501698
ID_BTPw4p_20130622,0.115437865
ID_xCYLw7_20130527,0.8047164
ID_Idvs1x_20140914,2.12429
ID_ydJM3b_20170722,0.0040649846
ID_o3UGga_20180902,0.79179054
ID_OXV81f_20200523,3.1296453
ID_Dvc8s7_20230428,9.513883
ID_jEmTTc_20110823,-0.115386754
ID_zHUQrQ_20161230,5.943048
ID_01P4Kw_20220510,6.0745673
ID_dTKjYS_20140223,9.272104
ID_2W0HVP_20120418,4.4210014
ID_mcmfzo_20160326,3.39511
ID_fDvliu_20160810,0.0058619073
ID_k3ZIUh_20231207,1.3428812
ID_rSqqPR_20201116,15.391123
ID_lEdzwd_20180712,-0.009378966
ID_NW1w9C_20210420,11.346415
ID_RNYpbr_20160813,0.0033550763
ID_yXptLV_20210124,6.224958
ID_AGm71w_20190123,0.91406184
ID_X0LCW6_20210329,3.14545
ID_ntr9AM_20221026,6.2646055
ID_EEo36N_20231127,4.0841775
ID_enUXHt_20111113,12.858342
ID_G918Dy_20110417,3.0671797
ID_KxAErv_20110215,6.321887
ID_F1q1zM_20200624,0.57986695
ID_JuLcPm_20111226,5.9220395
ID_F2YyLE_20220611,-0.026692813
ID_eXOgJS_20110517,3.6221392
ID_KjkpHU_20160406,12.068677
ID_fUSBlA_20231103,8.647915
ID_zs1coK_20150422,0.99232197
ID_BRTyOj_20210115,7.7282186
ID_DMRExi_20220820,0.029320901
ID_xX9Ist_20150306,4.9278555
ID_M16hNg_20100307,5.125004
ID_0iSYOA_20190402,3.398117
ID_nCX0Za_20140222,2.7548468
ID_8fmYej_20150404,1.4922153
ID_WSyT2x_20220814,-0.0071534803
ID_jK6TSq_20120527,3.2061265
ID_2uvqV4_20200426,9.741371
ID_8wwzx7_20160407,1.766495
ID_5GMcgO_20140825,0.8720277
ID_0jbDUG_20100828,0.2968229
ID_GQ3xus_20200828,3.3274841
ID_1noin4_20161201,13.312453
ID_MCSDDz_20230723,0.009679372
ID_tOt9ln_20210404,7.705833
ID_jaVYXo_20201008,2.5369563
ID_UBRGkY_20110513,4.2699404
ID_T3NQJR_20190406,7.260843
ID_Q3J5GQ_20110411,4.653998
ID_Yhvesw_20150719,-0.00078263803
ID_g3BTC0_20120529,0.5745473
ID_FdCfvU_20211202,5.1731825
ID_HKNTwF_20100326,39.00815
ID_YChRo9_20160505,11.403806
ID_juEU6E_20121226,2.122689
ID_mfuwnO_20120216,5.5237255
ID_7PpIKA_20160304,6.722866
ID_lLxz5c_20231130,1.9888245
ID_N2umDb_20110808,1.2267163
